Company,Country,Patent (Raw),Patent (Cleaned),Ambiguous
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,373,013",KR2373013,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,373,046",KR2373046,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,373,060",KR2373060,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,373,078",KR2373078,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,385,126",KR2385126,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,420,290",KR2420290,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,433,227",KR2433227,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,433,820",KR2433820,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,433,821",KR2433821,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,433,822",KR2433822,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,498,840",KR2498840,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,498,842",KR2498842,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,511,319",KR2511319,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,511,320",KR2511320,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,560,639",KR2560639,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,653,128",KR2653128,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KR,"KR 2,708,379",KR2708379,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MA,MA 60463 B1,MA60463B1,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 393311,MX393311,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 397985,MX397985,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 398630,MX398630,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 400314,MX400314,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 400699,MX400699,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 400700,MX400700,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 400701,MX400701,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 400702,MX400702,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 403,827",MX403827,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,075",MX410075,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,077",MX410077,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,080",MX410080,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,081",MX410081,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,082",MX410082,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,083",MX410083,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,084",MX410084,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,085",MX410085,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,086",MX410086,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,"MX 410,087",MX410087,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MX,MX 411624,MX411624,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,MY,MY 207325-A,MY207325-A,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,NG,NG F/PT/C/2023/7894,NGF/PT/C/2023/7894,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,NG,NG F/PT/PCT/2024/13532,NGF/PT/PCT/2024/13532,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,NL,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,PL,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,PT,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,SA,SA 20748,SA20748,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,SE,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,SG,SG 10202301501X,SG10202301501X,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TR,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I445412,TWI445412,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I664857,TWI664857,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I669946,TWI669946,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I736895,TWI736895,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I747775,TWI747775,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I750072,TWI750072,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I753263,TWI753263,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I762206,TWI762206,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I762207,TWI762207,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I762259,TWI762259,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I762260,TWI762260,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I793532,TWI793532,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I793533,TWI793533,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I810763,TWI810763,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I850969,TWI850969,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,TW,TW I871646,TWI871646,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 7,599,435",US7599435,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 7,702,013",US7702013,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 8,218,628",US8218628,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 8,565,304",US8565304,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 8,867,619",US8867619,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 8,873,622",US8873622,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 9,362,949",US9362949,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 9,450,608",US9450608,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 9,490,837",US9490837,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 9,490,838",US9490838,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 10,958,921",US10958921,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,089,314",US11089314,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,089,315",US11089315,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,122,282",US11122282,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,128,877",US11128877,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,146,804",US11146804,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,172,213",US11172213,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,184,626",US11184626,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,190,785",US11190785,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,212,542",US11212542,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,218,530",US11218530,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,283,850",US11283850,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,489,900",US11489900,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,496,538",US11496538,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,496,539",US11496539,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,496,540",US11496540,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,496,541",US11496541,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,516,273",US11516273,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,539,778",US11539778,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,546,404",US11546404,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,695,965",US11695965,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,770,546",US11770546,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,849,076",US11849076,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,849,077",US11849077,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,871,041",US11871041,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,902,593",US11902593,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,962,812",US11962812,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,962,813",US11962813,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 11,997,320",US11997320,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,022,131",US12022131,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,137,256",US12137256,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,149,719",US12149719,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,231,664",US12231664,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,250,388",US12250388,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,262,035",US12262035,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,382,107",US12382107,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,464,169",US12464169,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,US,"US 12,519,847",US12519847,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 28918,VN28918,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31201,VN31201,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31202,VN31202,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31203,VN31203,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31204,VN31204,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31205,VN31205,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31206,VN31206,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 31207,VN31207,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 32207,VN32207,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 32336,VN32336,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 52455,VN52455,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 52640,VN52640,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 52645,VN52645,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,VN,VN 53518,VN53518,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,ZA,ZA 202305828,ZA202305828,False
Godo Kaisha IP Bridge 1,BR,BR PI0206629-7,BRPI0206629-7,False
Godo Kaisha IP Bridge 1,BR,BR PI0206777-3,BRPI0206777-3,False
Godo Kaisha IP Bridge 1,BR,BR PI0206820-6,BRPI0206820-6,False
Godo Kaisha IP Bridge 1,BR,BR PI 0303566-2,BRPI0303566-2,False
Godo Kaisha IP Bridge 1,BR,BR PI 0303673-1,BRPI0303673-1,False
Godo Kaisha IP Bridge 1,BR,BR PI0303901-3,BRPI0303901-3,False
Godo Kaisha IP Bridge 1,BR,BR PI0304528-5,BRPI0304528-5,False
Godo Kaisha IP Bridge 1,BR,BR PI0304543-9,BRPI0304543-9,False
Godo Kaisha IP Bridge 1,BR,BR PI0304558-7,BRPI0304558-7,False
Godo Kaisha IP Bridge 1,BR,BR PI0305554-0,BRPI0305554-0,False
Godo Kaisha IP Bridge 1,BR,BR PI0306560-0,BRPI0306560-0,False
Godo Kaisha IP Bridge 1,BR,BR PI0306684-3,BRPI0306684-3,False
Godo Kaisha IP Bridge 1,BR,BR PI0306987-7,BRPI0306987-7,False
Godo Kaisha IP Bridge 1,BR,BR PI0307119-7,BRPI0307119-7,False
Godo Kaisha IP Bridge 1,BR,BR PI0307197-9,BRPI0307197-9,False
Godo Kaisha IP Bridge 1,BR,BR PI0318759-4,BRPI0318759-4,False
Godo Kaisha IP Bridge 1,BR,BR PI 0318797-7,BRPI0318797-7,False
Godo Kaisha IP Bridge 1,BR,BR PI 0318816-7,BRPI0318816-7,False
Godo Kaisha IP Bridge 1,BR,BR PI0406424-0,BRPI0406424-0,False
Godo Kaisha IP Bridge 1,MY,MY 140969,MY140969,False
Godo Kaisha IP Bridge 1,MY,MY 141699,MY141699,False
Godo Kaisha IP Bridge 1,US,"US 7,515,635",US7515635,False
Godo Kaisha IP Bridge 1,US,"US 7,542,510",US7542510,False
Godo Kaisha IP Bridge 1,US,"US 7,742,528",US7742528,False
Godo Kaisha IP Bridge 1,US,"US 7,760,803",US7760803,False
Godo Kaisha IP Bridge 1,US,"US 7,881,375",US7881375,False
Godo Kaisha IP Bridge 1,US,"US 8,009,731",US8009731,False
Godo Kaisha IP Bridge 1,US,"US 8,009,733",US8009733,False
Godo Kaisha IP Bridge 1,US,"US 8,184,697",US8184697,False
Godo Kaisha IP Bridge 1,US,"US 8,204,112",US8204112,False
Godo Kaisha IP Bridge 1,US,"US 8,223,841",US8223841,False
Godo Kaisha IP Bridge 1,US,"US 8,254,468",US8254468,False
Godo Kaisha IP Bridge 1,US,"US 8,265,403",US8265403,False
Godo Kaisha IP Bridge 1,US,"US 8,345,770",US8345770,False
Godo Kaisha IP Bridge 1,US,"US 9,426,490",US9426490,False
Google LLC,US,"US 7,555,044",US7555044,False
Google LLC,US,"US 10,165,306",US10165306,False
Industry-Academy Cooperation Foundation of Sejong University,US,"US 12,341,961",US12341961,False
Koninklijke Philips N.V.,BR,BR PI0315552-8,BRPI0315552-8,False
Koninklijke Philips N.V.,US,"US 8,391,371",US8391371,False
Koninklijke Philips N.V.,US,"US 9,036,715",US9036715,False
LG Electronics Inc.,BR,BR PI 0407671-0,BRPI0407671-0,False
LG Electronics Inc.,BR,BR PI 0419287-7,BRPI0419287-7,False
LG Electronics Inc.,BR,BR 122014032858-3,BR122014032858-3,False
LG Electronics Inc.,BR,BR 122014032866-4,BR122014032866-4,False
LG Electronics Inc.,BR,BR 122014032870-2,BR122014032870-2,False
LG Electronics Inc.,CN,CN 108702528,CN108702528,False
LG Electronics Inc.,JP,"JP 6,993,430",JP6993430,False
LG Electronics Inc.,KR,"KR 934,671",KR934671,False
LG Electronics Inc.,KR,"KR 947,234",KR947234,False
LG Electronics Inc.,KR,"KR 2,157,655",KR2157655,False
LG Electronics Inc.,KR,"KR 2,271,444",KR2271444,False
LG Electronics Inc.,KR,"KR 2,344,073",KR2344073,False
LG Electronics Inc.,KR,"KR 2,680,458",KR2680458,False
LG Electronics Inc.,US,"US 7,706,451",US7706451,False
LG Electronics Inc.,US,"US 7,711,053",US7711053,False
LG Electronics Inc.,US,"US 7,711,054",US7711054,False
LG Electronics Inc.,US,"US 7,782,943",US7782943,False
LG Electronics Inc.,US,"US 7,782,944",US7782944,False
LG Electronics Inc.,US,"US 7,782,946",US7782946,False
LG Electronics Inc.,US,"US 7,782,947",US7782947,False
LG Electronics Inc.,US,"US 7,782,948",US7782948,False
LG Electronics Inc.,US,"US 7,817,865",US7817865,False
LG Electronics Inc.,US,"US 7,831,102",US7831102,False
LG Electronics Inc.,US,"US 8,115,804",US8115804,False
LG Electronics Inc.,US,"US 8,130,842",US8130842,False
LG Electronics Inc.,US,"US 8,149,919",US8149919,False
LG Electronics Inc.,US,"US 8,467,620",US8467620,False
LG Electronics Inc.,US,"US 8,467,622",US8467622,False
LG Electronics Inc.,US,"US 8,472,738",US8472738,False
LG Electronics Inc.,US,"US 10,567,811",US10567811,False
LG Electronics Inc.,US,"US 10,880,535",US10880535,False
LG Electronics Inc.,US,"US 11,006,156",US11006156,False
LG Electronics Inc.,US,"US 11,871,053",US11871053,False
"Maxell, Ltd.",US,"US 7,970,058",US7970058,False
Microsoft Corporation,US,"US 7,609,767",US7609767,False
Microsoft Corporation,US,"US 8,265,148",US8265148,False
Microsoft Corporation,US,"US 8,374,245",US8374245,False
Microsoft Corporation,US,"US 8,379,722",US8379722,False
Microsoft Corporation,US,"US 10,368,105",US10368105,False
Mitsubishi Electric Corporation,JP,"JP 4,762,936",JP4762936,False
Mitsubishi Electric Corporation,JP,"JP 4,890,201",JP4890201,False
Mitsubishi Electric Corporation,US,"US 7,903,737",US7903737,False
"NTT DOCOMO, INC.",US,"US 7,596,178",US7596178,False
"NTT DOCOMO, INC.",US,"US 7,760,950",US7760950,False
"NTT DOCOMO, INC.",US,"US 7,916,959",US7916959,False
Orange SA,BR,BR P10519842-9,BRP10519842-9,False
Orange SA,DE,"EP 2,052,545",EP2052545,False
Orange SA,ES,"EP 2,052,545",EP2052545,False
Orange SA,FR,"EP 2,052,545",EP2052545,False
Orange SA,GB,"EP 2,052,545",EP2052545,False
Orange SA,IT,"EP 2,052,545",EP2052545,False
Orange SA,US,"US 8,315,315",US8315315,False
Orange SA,US,"US 8,422,805",US8422805,False
Orange SA,US,"US 8,743,950",US8743950,False
Panasonic Holdings Corporation,AT,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,AT,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,AT,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,AT,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,AT,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,AT,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,AT,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,AT,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,AT,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,AT,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,BE,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,BE,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,BE,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,BE,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,BE,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,BE,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,BE,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,BE,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,BE,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,BE,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,BR,BR PI 0205954-1,BRPI0205954-1,False
Panasonic Holdings Corporation,BR,BR PI0206157-0,BRPI0206157-0,False
Panasonic Holdings Corporation,BR,BR PI 0216048-0,BRPI0216048-0,False
Panasonic Holdings Corporation,BR,BR PI 0216072-2,BRPI0216072-2,False
Panasonic Holdings Corporation,BR,BR PI 0302580-2,BRPI0302580-2,False
Panasonic Holdings Corporation,BR,BR PI 0303336-8,BRPI0303336-8,False
Panasonic Holdings Corporation,BR,BR PI 0303342-2,BRPI0303342-2,False
Panasonic Holdings Corporation,BR,BR PI0303661-8,BRPI0303661-8,False
Panasonic Holdings Corporation,BR,BR PI0304534-0,BRPI0304534-0,False
Panasonic Holdings Corporation,BR,BR PI 0305432-2,BRPI0305432-2,False
Panasonic Holdings Corporation,BR,BR PI0406507-7,BRPI0406507-7,False
Panasonic Holdings Corporation,CH,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,CH,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,CH,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,CH,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,CH,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,CH,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,CH,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,CH,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,CH,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,CH,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,CN,CN 107005726 B,CN107005726B,False
Panasonic Holdings Corporation,CN,CN 109155854B,CN109155854B,False
Panasonic Holdings Corporation,CN,CN 111432238,CN111432238,False
Panasonic Holdings Corporation,CN,CN 111432239,CN111432239,False
Panasonic Holdings Corporation,CN,CN 111432240B,CN111432240B,False
Panasonic Holdings Corporation,CN,CN 111432241 B,CN111432241B,False
Panasonic Holdings Corporation,CN,CN 112492315 B,CN112492315B,False
Panasonic Holdings Corporation,CN,CN 112492317B,CN112492317B,False
Panasonic Holdings Corporation,CN,CN 112492318B,CN112492318B,False
Panasonic Holdings Corporation,CN,CN 112492319 B,CN112492319B,False
Panasonic Holdings Corporation,CN,CN 112492321 B,CN112492321B,False
Panasonic Holdings Corporation,CN,CN 114679588,CN114679588,False
Panasonic Holdings Corporation,CN,CN 114979647,CN114979647,False
Panasonic Holdings Corporation,CN,CN 114979648,CN114979648,False
Panasonic Holdings Corporation,CN,CN 114979650,CN114979650,False
Panasonic Holdings Corporation,CN,CN 115037939,CN115037939,False
Panasonic Holdings Corporation,CN,CN 115037949,CN115037949,False
Panasonic Holdings Corporation,CN,CN 115150618,CN115150618,False
Panasonic Holdings Corporation,CN,CN 115150619,CN115150619,False
Panasonic Holdings Corporation,CN,CN 115150630,CN115150630,False
Panasonic Holdings Corporation,CZ,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,CZ,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,CZ,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,CZ,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,CZ,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,CZ,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,CZ,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,CZ,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,CZ,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,CZ,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,DE,"EP 3,214,840",EP3214840,False
Panasonic Holdings Corporation,DE,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,DE,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,DE,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,DE,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,DE,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,DE,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,DE,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,DE,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,DE,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,DE,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,DK,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,DK,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,DK,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,DK,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,DK,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,DK,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,DK,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,DK,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,DK,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,DK,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,EE,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,EE,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,EE,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,EE,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,EE,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,EE,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,EE,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,EE,"EP 4,109,906",EP4109906,False
Panasonic Holdings Corporation,EE,"EP 4,109,907",EP4109907,False
Panasonic Holdings Corporation,EE,"EP 4,114,014",EP4114014,False
Panasonic Holdings Corporation,ES,"EP 3,624,459",EP3624459,False
Panasonic Holdings Corporation,ES,"EP 3,687,177",EP3687177,False
Panasonic Holdings Corporation,ES,"EP 3,697,097",EP3697097,False
Panasonic Holdings Corporation,ES,"EP 4,093,035",EP4093035,False
Panasonic Holdings Corporation,ES,"EP 4,093,036",EP4093036,False
Panasonic Holdings Corporation,ES,"EP 4,093,037",EP4093037,False
Panasonic Holdings Corporation,ES,"EP 4,093,038",EP4093038,False
Panasonic Holdings Corporation,ES,"EP 4,109,906",EP4109906,False
